title,company,location,contract_type,posted_date,education_level,skills,languages,salary_range,description,url
Business Support Intern (Fluent in both FR & EN),Back Market,Paris,Internship,2025-03-29,"M1 or M2 (or equivalent MsC, 4th year of BBA)",Salesforce; Excel; Office,French; English,Not specified,"Back Market, a leading global marketplace for refurbished devices, is seeking a Business Support Intern to join their Seller Activation Team for a 6-month full-time internship in Paris from July to December 2025. This role involves assisting in the onboarding process of new sellers across Europe, ensuring they have a smooth transition to becoming certified Back Market sellers, and meeting specific quality standards.",https://www.glassdoor.fr/job-listing/j?jl=1009689015875
Sales Data Analyst Intern,Mirakl,Paris,Internship,2025-03-29,Currently pursuing higher education,Python; pandas; HTML; SQL; API calls; AI (LLM),English; French,Not specified,"Mirakl, a leader in platform business innovation, is seeking a Sales Data Analyst Intern to support its vertical go-to-market strategy. The intern will utilize advanced technologies, including Python (specifically with the pandas library), SQL, HTML, and API calls, to generate actionable insights for the company's sales, marketing, and partner ecosystem teams.",https://www.glassdoor.fr/job-listing/j?jl=1009276853351
OEM Key Account Manager H-F,Valeo,Cergy-Pontoise,CDI,2025-03-29,Diplôme d'études supérieures,Développement des ventes; gestion de comptes; marketing digital; stratégie de prix; négociation; suivi administratif; interaction client; coordination technique,Anglais,Not specified,"Valeo, a global leader in automotive technology, is seeking an OEM Key Account Manager to enhance its sales team and drive business growth in the electric bike segment, particularly focusing on the Cyclee eBike system. The role, based in Cergy, involves responsibilities such as developing sales strategies, managing a client portfolio, collaborating with technical teams on offers, and overseeing client engagement from initial discussions through to production.",https://www.glassdoor.fr/job-listing/j?jl=1009689186267
Alternant.e Contrôleur de Gestion (H/F),ENGIE,Courbevoie,Not specified,2025-03-29,"Bac+4 / Bac + 5 (Master, MBA)",Contrôle de gestion; Finance d'entreprise; Outils informatiques; Excel; Analyse; Synthèse; Travail en équipe; Autonomie; Initiative,Anglais; Français,Not specified,"ENGIE is seeking an intern for a 1 to 2-year apprenticeship position as a Management Controller in Courbevoie, France, starting from September 2025. Key responsibilities include participating in the financial management of departments, preparing monthly reports and budgets, conducting internal control and risk assessments, and tracking financial performance, as well as assisting in ad-hoc projects within the finance department.",https://www.glassdoor.fr/job-listing/j?jl=1009688957934
Business Developer,TLC Worldwide,Paris,Not specified,2025-03-29,"BAC+5, MBA, Autres Masters 2",vente de solutions marketing; prospection; closing; création de dossier; solution selling; approche commerciale; approche conseil,anglais fluent,Not specified,"This job description outlines the role of a Director of Client Relations at a leading promotional marketing agency in Paris, known for its innovative campaigns and focus on user experience. The successful candidate will undertake a dual strategic role that includes business development, such as client retention, prospecting, and closing high-potential accounts, as well as providing advisory services to clients by offering tailored recommendations and solutions.",https://www.glassdoor.fr/job-listing/j?jl=1009689535843
Business developer Developpement durable,DT Master Carbon,Paris,Internship,2025-03-29,Bac+3 à Bac+5,développement commercial B2B; prospection; négociation; vente; vente de logiciels; connaissance des réglementations environnementales; dynamiques du marché du carbone; politiques climatiques; biodiversité; techniques de prospection; gestion de la relation client; communication; solutions bas carbone; nature positive; capacité analytique; esprit stratégique,Not specified,40000.0 - 65000.0 EUR yearly,"La startup innovante DT Master Carbon, engagée dans la transformation des défis environnementaux en opportunités durables, est à la recherche d'un(e) Business Developer passionné(e) par les enjeux de la transition écologique. Ce poste requiert un professionnel disposant d'au moins 4 ans d'expérience en développement commercial B2B, idéalement dans le secteur environnemental, incluant une expérience dans la vente de logiciels et un réseau établi dans le domaine du développement durable.",https://www.glassdoor.fr/job-listing/j?jl=1009689798046
Alternative Credit - Structurer Intern,AXA,Puteaux,Internship,2025-03-29,Master's degree in Finance / Economics,Project management; Excel; VBA; PowerPoint; Data analysis; Python,French; English,Not specified,"The internship position at AXA Investment Managers in Puteaux, Hauts-de-Seine, offers students an opportunity to engage in asset management, specifically within the Alternative Credit and Private Equity teams. The main responsibilities include developing and automating front office tools, assisting in the structuring of new investment funds, supporting quantitative aspects of structuring and market analysis, preparing reports for the Front Office, and participating in Investment Committee mee...",https://www.glassdoor.fr/job-listing/j?jl=1009689533185
Global Transformation Analyst Intern,Pernod Ricard SA,Paris,Internship,2025-03-29,Master's,Excel; PowerPoint; PowerBI; Asgard,English; French,Not specified,"Pernod Ricard is seeking a Global Transformation Analyst Intern to join its Global Transformation Team in Paris starting July 2025. This role involves facilitating the consolidation of transformation initiatives by mapping project interdependencies, identifying challenges for discussions with program leaders, and comparing the business value impact of these initiatives.",https://www.glassdoor.fr/job-listing/j?jl=1009689141108
Conseiller.ère de vente - 75016,Oh My Cream,Paris,CDI,2025-03-29,Not specified,vente en boutique; connaissance de l'univers de la beauté; diagnostic de peau; animation en boutique; organisation; dynamique; excellente élocution; vocabulaire soigné; polyvalence; proactivité,Not specified,2060.0 - 2300.0 EUR monthly,"Nous recrutons pour notre nouvelle boutique située rue de la Pompe à Paris un(e) esthéticien(ne) et/ou conseiller(e) de vente en CDI, pour un contrat de 39 heures par semaine (avec 2 jours de repos). Ce poste est ouvert aux profils non diplômés en esthétique, à condition d'avoir une bonne connaissance du secteur de la beauté et une solide expérience en vente.",https://www.glassdoor.fr/job-listing/j?jl=1009689754599
Equity-Listing Analyst intern,Euronext,Paris,Internship,2025-03-29,Not specified,Excel; financial databases (Factset; Bloomberg); Powerpoint; analytical skills; attention to detail,French; English,Not specified,"The intern position within the Listing Department of the Primary Market & Corporate Services (PMCS) team at Euronext focuses on managing relationships with listed companies and potential IPO candidates. Key responsibilities include monitoring equity capital markets and relevant news, assisting sales representatives in preparing materials for coverage meetings and pitches, contributing to equity market intelligence, and analyzing market deals across various sectors, particularly technology and...",https://www.glassdoor.fr/job-listing/j?jl=1009689415506
Assistant Marketing Vente F/H,Robert Half,Vélizy,Not specified,2025-03-29,Not specified,marketing vente; coût de revient; rentabilité; Canva; réseaux sociaux; Excel (TCD / RV),anglais,30000.0 - 34000.0 EUR yearly,"The role of the Marketing Sales Assistant (F/H) at a Vélizy-based industrial company involves creating and implementing tools to support the sales force and drive business development. The six-month interim position entails organizing special operations, managing sales promotions, gathering regional management needs, segmenting marketing campaigns (such as email marketing and telemarketing), tracking campaign results, and producing internal communication materials like brochures and presentat...",https://www.glassdoor.fr/job-listing/j?jl=1009689069830
