title,company,location,contract_type,posted_date,education_level,skills,languages,salary_range,description,url
Stage Assistant RH Campus H/F,Richemont,"Paris, France",Internship,2023-10-01,Bachelor's degree in Human Resources or related field,Strong communication skills; Organizational skills; Proficiency in Microsoft Office Suite,French; English,Not specified,"Richemont is a Swiss luxury goods holding company. We are looking for an intern to assist our HR team at our Paris campus. The role involves supporting various HR functions, including recruitment, onboarding, and employee engagement initiatives.",https://skema.jobteaser.com/en/job-offers/5ebf4c8b-321d-4067-bd94-337e823e6e5b-richemont-stage-assistant-rh-campus-h-f
EY Consultant Stagiaire en Financement de Projet - Conseil en Infrastructure - Afrique,EY,"Paris, France",Stage,2023-10-01,Master's degree in Finance or related field,Financial modeling; Analytical skills; Project management,French; English,Not specified,"EY is looking for a Project Financing Intern to join our Infrastructure Advisory team in Paris. The intern will assist in various projects related to financing infrastructure in Africa, providing analytical support and contributing to the development of financial models.",https://skema.jobteaser.com/en/job-offers/7ebc33b6-1bab-43de-838e-3f8f10feab8f-ey-consultant-stagiaire-en-financement-de-projet-conseil-en-infrastructure-afrique-paris-f-h
Software Engineer - Stage R&D,Lucca,"Nantes, Paris, Marseille",Internship,Not specified,Bachelor's degree or equivalent,Programming; Software Development; Problem Solving,French; English,Not specified,Join Lucca as a Software Engineer intern in our R&D department. You will work on innovative projects and contribute to the development of our software solutions. We are looking for passionate individuals who are eager to learn and grow in a dynamic environment.,https://skema.jobteaser.com/en/job-offers/61bc5c5d-beaa-4024-b1cc-91343d5b0cb8-lucca-software-engineer-stage-r-d-nantes-paris-marseille
Stage Analyste Buy-Side H/F - SICAV CDC Tech Premium,CDC Croissance,"Paris, France",Stage,2023-10-01,Bac +5 en finance ou équivalent,Analyse financière; Modélisation financière; Recherche de marché,Français; Anglais,Stage rémunéré,"Nous recherchons un(e) stagiaire analyste buy-side pour rejoindre notre équipe. Vous serez impliqué(e) dans l'analyse des investissements et la gestion de portefeuille. Les missions incluent la recherche de marché, l'évaluation des entreprises et la préparation de rapports d'analyse.",https://skema.jobteaser.com/en/job-offers/581fc38a-a4fc-4521-af3c-461c7030d975-cdc-croissance-stage-analyste-buy-side-h-f-sicav-cdc-tech-premium
Stage Ingénieur Data Junior H/F,Banque de France,Paris,Stage,2023-10-01,Bac +5,Data analysis; Machine learning; Programming in Python,French; English,Not specified,La Banque de France recherche un stagiaire ingénieur data junior pour rejoindre son équipe. Le candidat idéal aura une formation en informatique ou en data science et sera impliqué dans des projets d'analyse de données.,https://skema.jobteaser.com/en/job-offers/e456f8b6-3441-41ae-9932-e17070dd1ef5-banque-de-france-stage-ingenieur-data-junior-h-f
Stagiaire Chef(fe) de Projet Sustainability à l'EY Impact Lab,EY,Paris,Stage,Dès que possible,Bac +3 minimum,Project management; Data analysis; Research skills,French; English,Not specified,"EY Impact Lab is looking for a Sustainability Project Intern to join our team in Paris. The intern will assist in various sustainability projects, helping to develop strategies and solutions for our clients. Responsibilities include conducting research, analyzing data, and supporting project management tasks.",https://skema.jobteaser.com/en/job-offers/59685845-d7bb-4a8f-b6b1-683b57f0a5b9-ey-stagiaire-chef-fe-de-projet-sustainability-a-l-ey-impact-lab-paris-des-que-possible
Stage Data Analyste Matériel Équipement,Colas,France,Internship,2023-10-01,Bachelor's degree in Data Science or related field,Data analysis; Statistical software; Excel; SQL,French; English,Not specified,"Colas is looking for a Data Analyst Intern to work on equipment and material data analysis. The intern will be responsible for collecting, processing, and analyzing data to improve operational efficiency.",https://skema.jobteaser.com/en/job-offers/0249b1c1-0b8f-403e-ac9c-3b12dd1e9f3f-colas-stage-data-analyste-materiel-equipement
Stage - Head Office - Internal Control (H/F),Air Liquide,"Paris, France",Internship,2023-10-01,"Bachelor's degree or higher in Finance, Accounting, or related field",Analytical skills; Attention to detail; Proficiency in Excel,English; French,Not specified,Join Air Liquide as an intern in the Internal Control department at our head office in Paris. You will assist in various tasks related to internal audits and compliance. This is a great opportunity to gain experience in a multinational company and develop your skills in internal control processes.,https://skema.jobteaser.com/en/job-offers/9ceea044-b496-4324-a254-044454b97b77-air-liquide-stage-head-office-internal-control-h-f
Stagiaire Chef de Projet en Intelligence Artificielle H/F,SFR,"Paris, France",Internship,2023-10-01,Master's degree in Computer Science or related field,"Project management; Artificial Intelligence; Data analysis; Programming (Python, R)",French; English,Not mentioned,SFR is looking for a motivated intern to assist in AI project management. The intern will work closely with the project team to develop and implement AI solutions.,https://skema.jobteaser.com/en/job-offers/ddcb0b0a-9d25-4a1f-93d4-df5250850706-sfr-stagiaire-chef-de-projet-en-intelligence-artificielle-h-f-si
Contrôleur de Gestion Business Local France - Stage H/F,Believe,France,Stage,Not specified,Bac +3 minimum en finance ou en gestion,Analyse financière; Reporting; Excel avancé,Français; Anglais,Not specified,"Au sein de l’équipe Finance, vous serez en charge de l’analyse et du suivi de la performance des activités de Believe. Vous participerez à la mise en place des reportings financiers et à l’analyse des écarts. Vous serez également impliqué dans la préparation des budgets et des prévisions. Ce stage vous permettra de développer vos compétences en finance et en analyse de données.",https://skema.jobteaser.com/en/job-offers/bb478281-c6fe-4f0b-b6eb-62d615f8cab3-believe-controleur-de-gestion-business-local-france-stage-h-f-n
Stage Marketing et Communication,Rothschild & Co,"Paris, France",Internship,July 2025,"Bachelor's degree in Marketing, Communication, or related field",Digital marketing; Content creation; Event planning; Communication skills,English; French,Not specified,"Rothschild & Co is looking for a Marketing and Communication intern to join our team in Paris. The intern will assist in various marketing initiatives, including digital marketing, content creation, and event planning. This role offers a unique opportunity to gain hands-on experience in a fast-paced environment.",https://skema.jobteaser.com/en/job-offers/95aedbbe-48c9-4905-805a-54161314d584-rothschild-co-stage-marketing-et-communication-juillet-2025
Stage siège social - Chargé de mission Fondation H/F,Air Liquide,"Paris, France",Internship,2023-10-01,Bachelor's degree or higher,Project management; Communication; Analytical skills,French; English,Not specified,Air Liquide is looking for an intern to support its Foundation's mission. The role involves assisting in various projects aimed at promoting education and innovation. The intern will work closely with the Foundation team to develop initiatives that align with the company's values.,https://skema.jobteaser.com/en/job-offers/67427901-f0d1-4047-9665-ec715c24176d-air-liquide-stage-siege-social-charge-de-mission-fondation-h-f
Stage Internship - Product and Brand Management,Coty,"Paris, France",Internship,2023-10-01,Bachelor's degree in Marketing or related field,Analytical skills; Project management; Communication skills,English; French,Not specified,"Join Coty as a Product and Brand Management intern, where you will support the team in various projects, including market analysis, product development, and brand strategy. This internship offers a unique opportunity to gain hands-on experience in the beauty industry.",https://skema.jobteaser.com/en/job-offers/8b2390ff-167e-412f-80a1-e3b0e6a4717d-coty-stage-internship-product-and-brand-management
Stage FE Data Scientist / Analytics Engineer H/F,Labelium Group,Remote,Internship,2023-10-01,Master's degree in Data Science or related field,Python; SQL; Machine Learning; Data Visualization,English; French,Not specified,"Join Labelium Group as a Data Scientist / Analytics Engineer intern. You will work on data analysis, machine learning models, and data visualization to support our marketing strategies.",https://skema.jobteaser.com/en/job-offers/f7a7d26a-a7d5-4aa7-8870-29ef9df31595-labelium-group-stage-fe-data-scientist-analytics-engineer-h-f
Business Developer,Clipper Capital,"Paris, France",Full-time,2023-10-01,Bachelor's degree in Business or related field,Sales; Business Development; Market Research; Negotiation,English; French,Competitive salary,"As a Business Developer at Clipper Capital, you will be responsible for identifying new business opportunities, building relationships with potential clients, and driving sales growth. You will work closely with the marketing and product teams to develop strategies that align with our business goals.",https://skema.jobteaser.com/en/job-offers/cb5269e1-d2e1-4ea2-bf2f-fee1e5921d0d-clipper-capital-business-developer
Talent Recruiter Stage H/F,Square Management,"Paris, France",Internship,2023-10-01,Bachelor's degree in Human Resources or related field,Strong communication skills; Ability to work in a team; Proficiency in Microsoft Office,French; English,Not specified,"Square Management is looking for a Talent Recruiter intern to join our team in Paris. The intern will assist in the recruitment process, including sourcing candidates, conducting interviews, and managing candidate relationships. This is a great opportunity to gain hands-on experience in recruitment and talent management.",https://skema.jobteaser.com/en/job-offers/cba5c47d-945f-4f6b-8801-865714bd25fc-square-management-talent-recruiter-stage-h-f
